city,county_name,state_id,lat,lng,population
Tahoe Vista,Placer,CA,39.2483,-120.0535,1288
Shell Ridge,Contra Costa,CA,37.906,-122.0345,1281
Dunnigan,Yolo,CA,38.8926,-121.9741,1278
Janesville,Lassen,CA,40.2809,-120.5335,1278
Avila Beach,San Luis Obispo,CA,35.1969,-120.7191,1273
Gerber,Tehama,CA,40.0614,-122.1482,1259
Santa Margarita,San Luis Obispo,CA,35.3893,-120.6084,1252
Sheridan,Placer,CA,38.969,-121.3559,1250
Blue Lake,Humboldt,CA,40.8813,-123.9931,1245
Berry Creek,Butte,CA,39.6314,-121.4052,1241
Mountain Mesa,Kern,CA,35.6411,-118.4047,1236
Del Rio,Stanislaus,CA,37.7432,-121.0091,1235
Grayson,Stanislaus,CA,37.565,-121.1794,1224
Sunnyside-Tahoe City,Placer,CA,39.1504,-120.1613,1222
Airport,Stanislaus,CA,37.6324,-120.9774,1222
Saticoy,Ventura,CA,34.2819,-119.1452,1201
Redway,Humboldt,CA,40.1209,-123.822,1199
Maricopa,Kern,CA,35.0516,-119.4054,1192
Johnstonville,Lassen,CA,40.3789,-120.5846,1185
Laytonville,Mendocino,CA,39.6715,-123.4945,1175
Newcastle,Placer,CA,38.8677,-121.1318,1167
Covelo,Mendocino,CA,39.8025,-123.2499,1165
Sea Ranch,Sonoma,CA,38.7165,-123.4527,1161
Squirrel Mountain Valley,Kern,CA,35.6176,-118.4046,1159
Monte Rio,Sonoma,CA,38.4683,-123.0147,1156
Palo Cedro,Shasta,CA,40.5511,-122.2363,1151
Elkhorn,Monterey,CA,36.8103,-121.7212,1151
March ARB,Riverside,CA,33.8888,-117.2776,1150
Castle Hill,Contra Costa,CA,37.8729,-122.0573,1145
Big River,San Bernardino,CA,34.1393,-114.3604,1145
Pala,San Diego,CA,33.3617,-117.0696,1143
Shandon,San Luis Obispo,CA,35.6536,-120.3831,1141
Matheny,Tulare,CA,36.1707,-119.3516,1134
Mi-Wuk Village,Tuolumne,CA,38.057,-120.179,1133
Inverness,Marin,CA,38.082,-122.8471,1127
Garberville,Humboldt,CA,40.1003,-123.7948,1126
Yosemite Valley,Mariposa,CA,37.7407,-119.5779,1110
Greenville,Plumas,CA,40.1336,-120.9454,1108
Maxwell,Colusa,CA,39.2771,-122.1946,1096
Grizzly Flats,El Dorado,CA,38.6357,-120.5355,1087
Hasley Canyon,Los Angeles,CA,34.4817,-118.6665,1085
Westhaven-Moonstone,Humboldt,CA,41.0447,-124.1023,1084
Clay,Sacramento,CA,38.314,-121.1596,1083
Parklawn,Stanislaus,CA,37.6069,-120.9793,1082
Spring Valley,Lake,CA,39.0777,-122.5968,1081
Bolinas,Marin,CA,37.9177,-122.7095,1077
Plymouth,Amador,CA,38.4776,-120.8584,1076
Alpaugh,Tulare,CA,35.8876,-119.4873,1074
Minkler,Fresno,CA,36.7277,-119.4587,1074
McCloud,Siskiyou,CA,41.254,-122.136,1072
Bradbury,Los Angeles,CA,34.1536,-117.9684,1070
Boronda,Monterey,CA,36.6947,-121.6745,1066
Wallace,Calaveras,CA,38.1978,-120.9586,1063
Herald,Sacramento,CA,38.2913,-121.2318,1058
Upper Lake,Lake,CA,39.1653,-122.9052,1050
Santa Susana,Ventura,CA,34.258,-118.6662,1050
Lake Riverside,Riverside,CA,33.5173,-116.8107,1049
Beale AFB,Yuba,CA,39.1095,-121.3543,1039
Thornton,San Joaquin,CA,38.231,-121.425,1038
Cedar Ridge,Tuolumne,CA,38.0661,-120.2737,1037
West Park,Fresno,CA,36.7055,-119.8516,1035
Lake Don Pedro,Mariposa,CA,37.6461,-120.3367,1030
Sultana,Tulare,CA,36.5464,-119.3359,1030
Camanche North Shore,Amador,CA,38.2442,-120.9538,1029
Teviston,Tulare,CA,35.929,-119.2783,1027
Pasatiempo,Santa Cruz,CA,37.0035,-122.0265,1018
Kernville,Kern,CA,35.7531,-118.4321,1007
Chalfant,Mono,CA,37.5105,-118.375,999
Mount Hermon,Santa Cruz,CA,37.0511,-122.0533,998
Cohasset,Butte,CA,39.9022,-121.7453,990
Norris Canyon,Contra Costa,CA,37.7454,-121.9878,987
East Tulare Villa,Tulare,CA,36.2035,-119.2821,980
Hydesville,Humboldt,CA,40.5579,-124.0822,978
Tulelake,Siskiyou,CA,41.9534,-121.4752,978
Whitewater,Riverside,CA,33.9356,-116.6873,976
Green Valley,Los Angeles,CA,34.6172,-118.4059,973
Sunol,Alameda,CA,37.5894,-121.8854,962
East Orosi,Tulare,CA,36.5481,-119.2599,955
Taft Mosswood,San Joaquin,CA,37.9139,-121.2831,951
North Edwards,Kern,CA,35.0474,-117.8093,944
Tuttletown,Tuolumne,CA,38.0003,-120.4503,941
Soda Bay,Lake,CA,39.0024,-122.7794,941
Zayante,Santa Cruz,CA,37.0889,-122.0414,939
Silverado Resort,Napa,CA,38.3536,-122.2556,937
Butte Creek Canyon,Butte,CA,39.749,-121.6968,931
Julian,San Diego,CA,33.0735,-116.5889,930
Geyserville,Sonoma,CA,38.7173,-122.9034,928
Penryn,Placer,CA,38.8478,-121.1699,925
Summerland,Santa Barbara,CA,34.4255,-119.5893,923
Hopland,Mendocino,CA,38.9691,-123.1173,921
Fieldbrook,Humboldt,CA,40.9722,-124.025,921
Talmage,Mendocino,CA,39.1314,-123.1648,921
Cobb,Lake,CA,38.8356,-122.723,920
Deer Park,Napa,CA,38.536,-122.4679,906
Fruitdale,Santa Clara,CA,37.3116,-121.9357,899
Dorris,Siskiyou,CA,41.9644,-121.9205,897
Rolling Hills,Madera,CA,36.9042,-119.7968,896
Blacklake,San Luis Obispo,CA,35.0497,-120.5387,892
Acalanes Ridge,Contra Costa,CA,37.9046,-122.0786,889
Crowley Lake,Mono,CA,37.5692,-118.7465,889
Lompico,Santa Cruz,CA,37.1101,-122.0523,887
Tonyville,Tulare,CA,36.2474,-119.0903,881
Stratford,Kings,CA,36.1884,-119.8224,878
Springville,Tulare,CA,36.1168,-118.8345,872
Knights Landing,Yolo,CA,38.7979,-121.7175,869
Tahoma,Placer,CA,39.0633,-120.1438,867
Challenge-Brownsville,Yuba,CA,39.4646,-121.2632,864
Plainview,Tulare,CA,36.1423,-119.1375,863
Walker,Mono,CA,38.5341,-119.4582,863
Boonville,Mendocino,CA,39.0115,-123.374,852
Isleton,Sacramento,CA,38.1617,-121.6051,844
Fuller Acres,Kern,CA,35.3023,-118.9143,841
Diablo Grande,Stanislaus,CA,37.4006,-121.2699,841
Tranquillity,Fresno,CA,36.648,-120.2525,839
Westley,Stanislaus,CA,37.5444,-121.2035,838
Aguanga,Riverside,CA,33.4522,-116.8555,835
Manila,Humboldt,CA,40.8513,-124.1631,834
Occidental,Sonoma,CA,38.4004,-122.9349,833
Los Olivos,Santa Barbara,CA,34.6647,-120.118,831
Fort Dick,Del Norte,CA,41.8663,-124.1526,830
Rough and Ready,Nevada,CA,39.234,-121.1381,828
Caspar,Mendocino,CA,39.3631,-123.8044,812
Happy Camp,Siskiyou,CA,41.8104,-123.3892,810
McClellan Park,Sacramento,CA,38.6631,-121.4015,809
Cleone,Mendocino,CA,39.4927,-123.7812,804
Kenwood,Sonoma,CA,38.4153,-122.5387,800
Mountain Gate,Shasta,CA,40.7184,-122.3262,794
Catheys Valley,Mariposa,CA,37.4371,-120.0936,794
Dollar Point,Placer,CA,39.1905,-120.1089,786
Fort Washington,Fresno,CA,36.8793,-119.7613,783
Mendocino,Mendocino,CA,39.311,-123.7908,782
Lake of the Woods,Kern,CA,34.8226,-119.0027,768
Bootjack,Mariposa,CA,37.4672,-119.8887,768
Alto,Marin,CA,37.9056,-122.5186,765
New Cuyama,Santa Barbara,CA,34.9421,-119.6808,763
Middletown,Lake,CA,38.7518,-122.6221,757
Concow,Butte,CA,39.7733,-121.5196,743
Inyokern,Kern,CA,35.6546,-117.8212,740
Traver,Tulare,CA,36.4526,-119.4824,740
Alhambra Valley,Contra Costa,CA,37.9665,-122.132,739
Bodega Bay,Sonoma,CA,38.325,-123.0308,733
Glen Ellen,Sonoma,CA,38.3564,-122.5412,727
Lytle Creek,San Bernardino,CA,34.2499,-117.5044,724
Waterloo,San Joaquin,CA,38.0365,-121.1846,719
Etna,Siskiyou,CA,41.4582,-122.8946,718
La Honda,San Mateo,CA,37.3182,-122.2651,711
Indio Hills,Riverside,CA,33.8411,-116.2484,708
Loyalton,Sierra,CA,39.6768,-120.2448,702
Fort Jones,Siskiyou,CA,41.6085,-122.8411,692
Seville,Tulare,CA,36.4856,-119.2247,691
Junction City,Trinity,CA,40.7274,-123.0615,688
Greeley Hill,Mariposa,CA,37.7569,-120.1291,687
Indianola,Humboldt,CA,40.8133,-124.0808,686
Linnell Camp,Tulare,CA,36.3089,-119.2225,686
Millville,Shasta,CA,40.5576,-122.1696,682
Clyde,Contra Costa,CA,38.0253,-122.0278,676
Loleta,Humboldt,CA,40.6409,-124.2225,676
Cold Springs,El Dorado,CA,38.7468,-120.8761,675
Coloma,El Dorado,CA,38.8026,-120.8946,673
Miranda,Humboldt,CA,40.2289,-123.8173,672
Douglas City,Trinity,CA,40.6636,-122.9261,668
Smith Corner,Kern,CA,35.4788,-119.2771,664
Tres Pinos,San Benito,CA,36.7904,-121.3105,662
Dobbins,Yuba,CA,39.3657,-121.2127,662
Delft Colony,Tulare,CA,36.512,-119.4465,653
Ducor,Tulare,CA,35.8943,-119.0456,651
Mokelumne Hill,Calaveras,CA,38.3057,-120.7061,637
Smith River,Del Norte,CA,41.9249,-124.1494,632
Potrero,San Diego,CA,32.6131,-116.6068,625
Doyle,Lassen,CA,40.0275,-120.1172,622
Gasquet,Del Norte,CA,41.8429,-123.9733,620
Camanche Village,Amador,CA,38.2662,-120.9866,620
Desert Shores,Imperial,CA,33.4041,-116.0394,619
Valley Acres,Kern,CA,35.2087,-119.4106,617
Klamath,Del Norte,CA,41.5322,-124.0063,617
Lakehead,Shasta,CA,40.9007,-122.3924,617
Hamilton Branch,Plumas,CA,40.2772,-121.0961,612
River Pines,Amador,CA,38.5454,-120.7475,607
Baker,San Bernardino,CA,35.2769,-116.0718,607
Patton Village,Lassen,CA,40.1401,-120.1778,604
Lockwood,Monterey,CA,35.9412,-121.0802,604
Peters,San Joaquin,CA,37.9763,-121.044,604
Scotia,Humboldt,CA,40.4774,-124.1032,602
Graeagle,Plumas,CA,39.7572,-120.6486,596
Dustin Acres,Kern,CA,35.2159,-119.375,590
Onyx,Kern,CA,35.6839,-118.2102,588
Lake Hughes,Los Angeles,CA,34.6833,-118.4588,587
Grangeville,Kings,CA,36.3439,-119.7075,586
Mesa Verde,Riverside,CA,33.5957,-114.7317,584
San Simeon,San Luis Obispo,CA,35.6182,-121.1375,583
West Point,Calaveras,CA,38.4043,-120.5374,571
Cowan,Stanislaus,CA,37.5601,-120.9888,570
West Goshen,Tulare,CA,36.349,-119.4516,567
Fulton,Sonoma,CA,38.4937,-122.7734,566
Hickman,Stanislaus,CA,37.6228,-120.7532,566
Madison,Yolo,CA,38.675,-121.9702,563
Calpella,Mendocino,CA,39.2322,-123.197,562
Avery,Calaveras,CA,38.1939,-120.379,559
North Gate,Contra Costa,CA,37.9062,-121.9981,559
Stinson Beach,Marin,CA,37.9051,-122.6456,556
San Ardo,Monterey,CA,36.0237,-120.9074,554
Friant,Fresno,CA,36.9848,-119.713,548
Paradise Park,Santa Cruz,CA,37.0063,-122.0425,543
Independence,Inyo,CA,36.8274,-118.2132,542
Los Berros,San Luis Obispo,CA,35.0809,-120.545,541
Forest Ranch,Butte,CA,39.8952,-121.6705,538
Courtland,Sacramento,CA,38.3329,-121.557,537
Round Valley,Inyo,CA,37.4067,-118.5819,533
Allensworth,Tulare,CA,35.8498,-119.3893,527
Buena Vista,Amador,CA,38.2974,-120.9179,526
Coleville,Mono,CA,38.5834,-119.516,515
Niland,Imperial,CA,33.2387,-115.5146,515
Edmundson Acres,Kern,CA,35.2273,-118.8233,514
Delleker,Plumas,CA,39.8101,-120.4969,514
Butte Valley,Butte,CA,39.6571,-121.6363,510
June Lake,Mono,CA,37.7677,-119.1022,508
Shelter Cove,Humboldt,CA,40.0389,-124.0558,501
Bass Lake,Madera,CA,37.328,-119.5668,500
Shaver Lake,Fresno,CA,37.0971,-119.3245,498
Canby,Modoc,CA,41.4477,-120.8843,497
California Pines,Modoc,CA,41.4117,-120.6605,488
Alta,Placer,CA,39.2138,-120.8033,485
Grenada,Siskiyou,CA,41.6406,-122.526,477
Ballard,Santa Barbara,CA,34.634,-120.1156,473
Bodega,Sonoma,CA,38.3488,-122.9712,473
San Lucas,Monterey,CA,36.1283,-121.0217,472
San Geronimo,Marin,CA,38.0068,-122.6634,466
Bridgeport,Mono,CA,38.2562,-119.2123,464
Carnelian Bay,Placer,CA,39.2346,-120.0767,463
Bend,Tehama,CA,40.2561,-122.2095,457
Point Arena,Mendocino,CA,38.9123,-123.6955,449
Boulevard,San Diego,CA,32.664,-116.2896,445
Victor,San Joaquin,CA,38.1385,-121.1987,444
Clarksburg,Yolo,CA,38.4193,-121.5416,442
French Gulch,Shasta,CA,40.7166,-122.6312,441
Yettem,Tulare,CA,36.4866,-119.2549,441
Lindcove,Tulare,CA,36.3595,-119.0721,438
Potter Valley,Mendocino,CA,39.319,-123.1123,437
Hiouchi,Del Norte,CA,41.7936,-124.0662,433
Mad River,Trinity,CA,40.4325,-123.4917,432
Wilkerson,Inyo,CA,37.2794,-118.3877,431
Keswick,Shasta,CA,40.6135,-122.4606,430
Yolo,Yolo,CA,38.7405,-121.8093,429
Nord,Butte,CA,39.774,-121.9549,426
Oak Glen,San Bernardino,CA,34.0448,-116.9497,420
Lake Almanor Peninsula,Plumas,CA,40.2812,-121.1345,416
Bombay Beach,Imperial,CA,33.3548,-115.7307,415
Terminous,San Joaquin,CA,38.1154,-121.4896,411
Ripley,Riverside,CA,33.5238,-114.6531,408
Rio Oso,Sutter,CA,38.9518,-121.531,406
Meridian,Sutter,CA,39.1404,-121.9079,405
Ballico,Merced,CA,37.4519,-120.7037,401
Sand City,Monterey,CA,36.6189,-121.8478,399
Raisin City,Fresno,CA,36.6033,-119.9092,389
Bloomfield,Sonoma,CA,38.3183,-122.8502,387
McArthur,Shasta,CA,41.0415,-121.4068,386
Spreckels,Monterey,CA,36.6247,-121.6465,385
Derby Acres,Kern,CA,35.2439,-119.6039,380
Monson,Tulare,CA,36.4927,-119.3358,380
Tehama,Tehama,CA,40.0218,-122.1269,373
Bangor,Butte,CA,39.3761,-121.4117,372
Manton,Tehama,CA,40.4202,-121.854,372
Centerville,Fresno,CA,36.7361,-119.4961,366
Diablo,Contra Costa,CA,37.8408,-121.9565,364
Mexican Colony,Kern,CA,35.4689,-119.2687,363
Meadow Valley,Plumas,CA,39.9322,-121.0831,362
Cedarville,Modoc,CA,41.528,-120.1748,360
Grimes,Colusa,CA,39.0742,-121.8988,358
Cressey,Merced,CA,37.421,-120.6556,356
Salton Sea Beach,Imperial,CA,33.3759,-116.0115,355
Trinidad,Humboldt,CA,41.0589,-124.1434,355
Garden Farms,San Luis Obispo,CA,35.4158,-120.614,345
Newell,Modoc,CA,41.8897,-121.3675,342
Burnt Ranch,Trinity,CA,40.811,-123.5082,338
Plumas Eureka,Plumas,CA,39.7982,-120.6645,333
Stevinson,Merced,CA,37.3247,-120.8497,331
Sierra Village,Tuolumne,CA,38.0768,-120.1624,330
Fiddletown,Amador,CA,38.5091,-120.7605,329
North San Juan,Nevada,CA,39.3719,-121.106,328
El Nido,Merced,CA,37.1324,-120.4985,328
Fields Landing,Humboldt,CA,40.7249,-124.2176,325
Robbins,Sutter,CA,38.8672,-121.7055,321
Nipinnawasee,Madera,CA,37.4031,-119.7293,319
Clipper Mills,Butte,CA,39.5324,-121.1666,319
Mesa,Inyo,CA,37.4189,-118.5424,317
Anchor Bay,Mendocino,CA,38.8126,-123.5704,314
Benton,Mono,CA,37.8189,-118.4844,313
Keene,Kern,CA,35.233,-118.6103,313
Tooleville,Tulare,CA,36.2878,-119.1154,309
Stirling City,Butte,CA,39.9065,-121.5361,307
Groveland,Tuolumne,CA,37.8325,-120.2394,307
Hood,Sacramento,CA,38.3693,-121.5155,303
Lake Almanor Country Club,Plumas,CA,40.2578,-121.147,302
Albion,Mendocino,CA,39.2256,-123.7564,302
Yankee Hill,Butte,CA,39.7007,-121.5147,301
Martell,Amador,CA,38.3623,-120.8039,300
Sierra Brooks,Sierra,CA,39.6426,-120.2153,299
Princeton,Colusa,CA,39.4029,-122.0212,297
Trowbridge,Sutter,CA,38.9264,-121.5148,296
Orick,Humboldt,CA,41.2909,-124.0692,296
Acampo,San Joaquin,CA,38.1735,-121.2798,294
Las Flores,Tehama,CA,40.0722,-122.1573,294
Mineral,Tehama,CA,40.3755,-121.5694,292
Artois,Glenn,CA,39.6332,-122.1898,292
Monterey Park Tract,Stanislaus,CA,37.5268,-121.0115,291
Point Reyes Station,Marin,CA,38.0847,-122.8093,290
Cazadero,Sonoma,CA,38.5265,-123.0978,288
Crescent Mills,Plumas,CA,40.1008,-120.9217,287
Elmira,Solano,CA,38.3523,-121.9077,285
Samoa,Humboldt,CA,40.8146,-124.1893,284
Greenview,Siskiyou,CA,41.5471,-122.9185,283
Rail Road Flat,Calaveras,CA,38.3168,-120.491,283
Oak Shores,San Luis Obispo,CA,35.7624,-120.9817,282
Trinity Village,Trinity,CA,40.8789,-123.5133,279
Mesa Vista,Alpine,CA,38.8103,-119.8033,278
Crows Landing,Stanislaus,CA,37.3947,-121.0843,278
Fall River Mills,Shasta,CA,41.0069,-121.4401,273
Cantua Creek,Fresno,CA,36.5001,-120.3164,273
Richfield,Tehama,CA,39.9738,-122.1732,272
Weott,Humboldt,CA,40.3226,-123.9209,271
El Portal,Mariposa,CA,37.6736,-119.799,268
Lemon Cove,Tulare,CA,36.379,-119.0312,267
Davenport,Santa Cruz,CA,37.0176,-122.1882,264
Desert Center,Riverside,CA,33.7378,-115.3666,264
Pajaro Dunes,Santa Cruz,CA,36.8722,-121.8101,255
East Nicolaus,Sutter,CA,38.91,-121.5443,254
Greenhorn,Plumas,CA,39.903,-120.759,254
Tomales,Marin,CA,38.247,-122.9054,253
Cromberg,Plumas,CA,39.8684,-120.6904,253
Taylorsville,Plumas,CA,40.0586,-120.8387,244
Muir Beach,Marin,CA,37.8654,-122.5858,242
Dos Palos Y,Merced,CA,37.0466,-120.6394,242
La Vina,Madera,CA,36.8799,-120.1147,239
College City,Colusa,CA,39.0063,-122.0068,239
Lanare,Fresno,CA,36.4377,-119.9322,234
Topaz,Mono,CA,38.6587,-119.5274,234
Clear Creek,Lassen,CA,40.3023,-121.0531,226
Pescadero,San Mateo,CA,37.2507,-122.3725,226
Forbestown,Butte,CA,39.53,-121.2689,221
Dillon Beach,Marin,CA,38.2436,-122.956,219
Swall Meadows,Mono,CA,37.5061,-118.6426,218
Calpine,Sierra,CA,39.6633,-120.4436,216
Volta,Merced,CA,37.0875,-120.9235,216
Hornbrook,Siskiyou,CA,41.9079,-122.5596,215
Waukena,Tulare,CA,36.1361,-119.511,215
Beckwourth,Plumas,CA,39.8485,-120.4111,214
Olancha,Inyo,CA,36.2704,-118.0015,213
Three Rocks,Fresno,CA,36.5051,-120.3936,210
Vina,Tehama,CA,39.9343,-122.0518,210
Winterhaven,Imperial,CA,32.7372,-114.6378,210
Chinese Camp,Tuolumne,CA,37.8703,-120.4443,206
Dorrington,Calaveras,CA,38.2949,-120.2706,205
Bear Valley,Mariposa,CA,37.5671,-120.1229,203
Jacumba,San Diego,CA,32.6278,-116.1826,202
Valley Home,Stanislaus,CA,37.8272,-120.9144,202
Industry,Los Angeles,CA,34.0175,-117.9267,202
Adin,Modoc,CA,41.1964,-120.9494,201
Philo,Mendocino,CA,39.0657,-123.4452,201
Manchester,Mendocino,CA,38.9744,-123.6909,199
Wawona,Mariposa,CA,37.5482,-119.6395,196
Dutch Flat,Placer,CA,39.208,-120.8345,196
Bowles,Fresno,CA,36.6089,-119.7526,194
Cherokee Strip,Kern,CA,35.4698,-119.2617,191
Elk Creek,Glenn,CA,39.6002,-122.5376,191
Amador City,Amador,CA,38.419,-120.8232,190
Rackerby,Butte,CA,39.4261,-121.3542,189
Little River,Mendocino,CA,39.2703,-123.7817,189
Oakville,Napa,CA,38.4384,-122.4067,188
Big Creek,Fresno,CA,37.2036,-119.2486,188
Verdi,Sierra,CA,39.5237,-120.0164,187
Port Costa,Contra Costa,CA,38.0446,-122.185,186
Tupman,Kern,CA,35.2987,-119.3575,186
Paradise,Mono,CA,37.4829,-118.6021,186
Coffee Creek,Trinity,CA,41.0802,-122.7136,186
Edna,San Luis Obispo,CA,35.2108,-120.606,186
Vallecito,Calaveras,CA,38.074,-120.4564,183
Westside,Fresno,CA,36.4042,-120.1341,182
Milford,Lassen,CA,40.1634,-120.3686,181
Fort Bidwell,Modoc,CA,41.8629,-120.1589,181
Litchfield,Lassen,CA,40.3877,-120.3809,178
Bieber,Lassen,CA,41.1251,-121.1336,178
Cassel,Shasta,CA,40.9213,-121.5514,176
Guinda,Yolo,CA,38.8275,-122.1985,175
Flournoy,Tehama,CA,39.9284,-122.4461,171
East Shore,Plumas,CA,40.2451,-121.0768,169
Pike,Sierra,CA,39.4278,-120.9996,167
Nicolaus,Sutter,CA,38.8981,-121.5729,166
Proberta,Tehama,CA,40.0762,-122.1776,165
Hyampom,Trinity,CA,40.6262,-123.4689,165
Hat Creek,Shasta,CA,40.8101,-121.4809,164
Whitley Gardens,San Luis Obispo,CA,35.6571,-120.5068,164
Smartsville,Yuba,CA,39.2053,-121.2928,163
Camptonville,Yuba,CA,39.4521,-121.0488,162
Bluewater,San Bernardino,CA,34.176,-114.264,161
Trinity Center,Trinity,CA,40.9841,-122.7083,161
Benbow,Humboldt,CA,40.0603,-123.7654,161
Garey,Santa Barbara,CA,34.8869,-120.3141,160
Bear Creek,Merced,CA,37.2966,-120.4177,157
Alderpoint,Humboldt,CA,40.1614,-123.6157,157
Alpine Village,Alpine,CA,38.7856,-119.8009,155
Sierra City,Sierra,CA,39.574,-120.6297,152
Moskowite Corner,Riverside,CA,38.4464,-122.1945,151
Pine Flat,Tulare,CA,35.8737,-118.6427,149
Timber Cove,Sonoma,CA,38.541,-123.259,149
Valley Ford,Sonoma,CA,38.3246,-122.9148,148
Sisquoc,Santa Barbara,CA,34.8622,-120.2943,148
Chilcoot-Vinton,Plumas,CA,39.8067,-120.1388,147
Tecopa,Inyo,CA,35.835,-116.2074,146
Fairhaven,Humboldt,CA,40.7885,-124.2013,145
Ruth,Trinity,CA,40.2943,-123.3483,145
Markleeville,Alpine,CA,38.6841,-119.8225,143
Cherokee,Butte,CA,39.6514,-121.5344,139
Mettler,Kern,CA,35.0635,-118.9729,138
Johannesburg,Kern,CA,35.3718,-117.642,138
Stonyford,Colusa,CA,39.3703,-122.5445,136
Honcut,Butte,CA,39.3326,-121.5388,135
Daphnedale Park,Modoc,CA,41.5089,-120.5507,135
Furnace Creek,Inyo,CA,36.4277,-116.8747,127
McKittrick,Kern,CA,35.2981,-119.6249,127
Lodoga,Colusa,CA,39.3041,-122.5058,126
Lake Almanor West,Plumas,CA,40.2336,-121.2021,126
Big Lagoon,Humboldt,CA,41.1592,-124.1303,118
Franklin,Sacramento,CA,38.3675,-121.4616,117
Downieville,Sierra,CA,39.5701,-120.8213,114
Loma Mar,San Mateo,CA,37.2658,-122.3007,114
Round Mountain,Shasta,CA,40.8005,-121.9376,112
Casmalia,Santa Barbara,CA,34.8376,-120.5311,111
Vernon,Los Angeles,CA,34.0019,-118.2106,110
Spaulding,Lassen,CA,40.6557,-120.7863,110
Cold Springs,Tuolumne,CA,38.1613,-120.0535,108
Bradley,Monterey,CA,35.8628,-120.8042,107
Nicasio,Marin,CA,38.0605,-122.7008,106
Macdoel,Siskiyou,CA,41.8258,-122.0058,105
Paskenta,Tehama,CA,39.8833,-122.5458,105
Monmouth,Fresno,CA,36.5656,-119.7405,103
Sierraville,Sierra,CA,39.575,-120.3637,103
Snelling,Merced,CA,37.5216,-120.4387,101
Richvale,Butte,CA,39.4937,-121.7507,99
Mono City,Mono,CA,38.0412,-119.1467,98
C-Road,Plumas,CA,39.7628,-120.577,97
Big Bend,Shasta,CA,41.0109,-121.924,96
Long Barn,Tuolumne,CA,38.0957,-120.1285,93
Fish Camp,Mariposa,CA,37.4797,-119.6373,90
Farmington,San Joaquin,CA,37.9299,-121.0043,89
Lee Vining,Mono,CA,37.9547,-119.1221,89
Rodriguez Camp,Tulare,CA,35.809,-119.1388,87
Palo Verde,Imperial,CA,33.4279,-114.7273,85
Comptche,Mendocino,CA,39.2651,-123.5896,83
Sereno del Mar,Sonoma,CA,38.3836,-123.0732,82
Eagleville,Modoc,CA,41.3191,-120.1147,81
Freeport,Sacramento,CA,38.4636,-121.5022,81
Sunny Slopes,Mono,CA,37.5694,-118.6759,80
Mount Hebron,Siskiyou,CA,41.7855,-122.0083,78
Sattley,Sierra,CA,39.6265,-120.4357,77
Lookout,Modoc,CA,41.21,-121.1545,76
Kirkwood,Alpine,CA,38.693,-120.064,76
Mabie,Plumas,CA,39.7771,-120.5447,74
Kingvale,Nevada,CA,39.3203,-120.4387,73
Rutherford,Napa,CA,38.4568,-122.4231,72
Phillipsville,Humboldt,CA,40.2117,-123.7844,72
New Pine Creek,Modoc,CA,41.9872,-120.3009,71
Aspen Springs,Mono,CA,37.55,-118.7087,67
Whitehawk,Plumas,CA,39.7206,-120.5536,66
Canyondam,Plumas,CA,40.1699,-121.0769,66
El Rancho,Tulare,CA,36.2207,-119.069,65
Lake Davis,Plumas,CA,39.8564,-120.463,65
Clio,Plumas,CA,39.7487,-120.5725,65
Randsburg,Kern,CA,35.368,-117.6607,64
Tuttle,Merced,CA,37.2965,-120.3789,63
Mohawk Vista,Plumas,CA,39.8048,-120.5883,63
Leggett,Mendocino,CA,39.8635,-123.7253,62
Moss Landing,Monterey,CA,36.8019,-121.7872,61
Montgomery Creek,Shasta,CA,40.8415,-121.9215,61
Hornitos,Mariposa,CA,37.5034,-120.242,61
Iron Horse,Plumas,CA,39.7805,-120.4823,60
Lake City,Modoc,CA,41.646,-120.2255,59
Ocotillo,Imperial,CA,32.7431,-116.002,58
Bear Valley,Alpine,CA,38.4722,-120.0491,58
Darwin,Inyo,CA,36.2689,-117.589,56
Indian Falls,Plumas,CA,40.0587,-120.9803,54
Paynes Creek,Tehama,CA,40.3409,-121.9174,53
Washington,Nevada,CA,39.3591,-120.7906,53
Butte Meadows,Butte,CA,40.0871,-121.537,53
Buck Meadows,Mariposa,CA,37.8127,-120.0653,51
Fellows,Kern,CA,35.1779,-119.5472,49
Carrick,Siskiyou,CA,41.4467,-122.3635,47
Gazelle,Siskiyou,CA,41.5137,-122.5215,46
Volcano,Amador,CA,38.4456,-120.6306,44
Panorama Heights,Tulare,CA,35.8068,-118.627,42
Keddie,Plumas,CA,40.0059,-120.9525,41
McClenney Tract,Tulare,CA,35.822,-118.6478,41
Edgewood,Siskiyou,CA,41.462,-122.426,40
Coulterville,Mariposa,CA,37.7105,-120.1992,38
Trona,Inyo,CA,35.815,-117.3449,37
California Hot Springs,Tulare,CA,35.8863,-118.6561,36
Robinson Mill,Butte,CA,39.4857,-121.3202,35
Homewood Canyon,Inyo,CA,35.89,-117.3863,35
Old Station,Shasta,CA,40.6722,-121.4228,35
Twain,Plumas,CA,40.0355,-121.0404,33
Jenner,Sonoma,CA,38.4511,-123.1203,32
Alleghany,Sierra,CA,39.4666,-120.841,30
Creston,San Luis Obispo,CA,35.5173,-120.5211,30
Hardwick,Kings,CA,36.4026,-119.7208,30
Pearsonville,Inyo,CA,35.8188,-117.8755,29
Goodyears Bar,Sierra,CA,39.5458,-120.8881,29
Sequoia Crest,Tulare,CA,36.1858,-118.6256,28
